name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
chennai,2022-03-07,32,26.5,29,37.9,26.5,32.8,22.9,69.9,0,0,0,,0,0,32.4,27.7,26.6,1010.7,72.5,5.9,287.1,24.8,10,10,2022-03-07T06:21:30,2022-03-07T18:18:34,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-08,33,24.1,28.3,38.1,24.1,30.9,23.4,76.5,0,0,0,,0,0,18.7,17.4,34.3,1010.8,29.1,5.3,284.1,24.5,10,10,2022-03-08T06:20:54,2022-03-08T18:18:42,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-09,34,24,28.4,37.7,24,30.6,22.6,73.1,0,0,0,,0,0,22.3,15.3,66.4,1010.2,24.8,5.2,290.2,25.1,10,10,2022-03-09T06:20:17,2022-03-09T18:18:49,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-10,33,24,28.1,38.1,24,30.2,22.7,74.5,0,0,0,,0,0,19.4,14.7,45.9,1010,27.3,5.5,289.9,25.1,10,10,2022-03-10T06:19:40,2022-03-10T18:18:55,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-11,34,23.9,28,38.1,23.9,30.1,22.9,75.8,0,0,0,,0,0,20.9,16.8,42.4,1009.5,29.1,5.4,293,25.3,10,10,2022-03-11T06:19:03,2022-03-11T18:19:01,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-12,34,24,28.4,36.8,24,29.9,22.1,71.7,0,0,0,,0,0,23,19.4,7.9,1009,19.3,5.8,293.8,25.4,10,10,2022-03-12T06:18:25,2022-03-12T18:19:07,0.31,Clear,Clear conditions throughout the day.,clear-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-13,34,24.1,28.7,36.5,24.1,30.3,21.9,69.2,0,0,0,,0,0,21.2,14.8,83.8,1009.3,30.8,6,272.3,23.5,10,10,2022-03-13T06:17:47,2022-03-13T18:19:13,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-14,35,24.3,28.8,39.5,24.3,31,22.5,71,0,0,0,,0,0,18.4,14.3,75.3,1009.5,18.8,5.8,289.4,25.1,10,10,2022-03-14T06:17:08,2022-03-14T18:19:19,0.37,Clear,Clear conditions throughout the day.,clear-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-15,35,24.7,29.2,39.5,24.7,31.4,22.7,71.1,0,0,0,,0,0,24.1,14.6,43.4,1008.4,27.2,5.3,255.3,22,9,10,2022-03-15T06:16:29,2022-03-15T18:19:24,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-16,36,24,29.2,44.7,24,31.9,22.6,69.8,0,0,0,,0,0,19.8,23.8,276.5,1007.3,30.3,5.2,270.9,23.3,9,10,2022-03-16T06:15:50,2022-03-16T18:19:29,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-17,37,24.6,29.9,42.1,24.6,32.8,22.4,66.5,0,0,0,,0,0,23.8,19.1,285.3,1005.7,32.1,5.5,231.6,19.9,8,10,2022-03-17T06:15:11,2022-03-17T18:19:34,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-18,35,24.9,29.2,46.7,24.9,33.6,24.5,77.5,0,0,0,,0,0,25.9,19.6,273.2,1006.6,33.7,5.8,220.6,19.1,8,5,2022-03-18T06:14:32,2022-03-18T18:19:38,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-19,36,26.2,29.8,43.8,26.2,36.7,26.1,81.6,0,0,0,rain,0,0,27.7,19.5,298.8,1006.5,40.3,5.4,290.5,25.1,10,60,2022-03-19T06:13:52,2022-03-19T18:19:43,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-20,35,27.6,30.4,44.9,33,38.7,26.7,81.3,0,0,0,,0,0,27,19.3,277.6,1006,53.6,4.8,286.5,24.5,10,60,2022-03-20T06:13:13,2022-03-20T18:19:47,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-21,38,27.7,31.7,52.9,33.8,41.7,27.2,78.1,0,0,0,,0,0,23.4,16.8,217.3,1006.3,55.9,4.6,286,24.5,10,60,2022-03-21T06:12:33,2022-03-21T18:19:52,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-22,38,27.8,32,49.5,32.6,40.6,26.2,73,0,0,0,rain,0,0,28.4,16.8,238.4,1006.6,46.1,5.8,280.3,24.3,10,75,2022-03-22T06:11:53,2022-03-22T18:19:56,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-23,35,28.5,31.1,51,34.7,41.5,27.6,82.1,0,0,0,rain,0,0,22,18.2,253.7,1006.6,50.9,5.1,301.5,25.8,10,75,2022-03-23T06:11:13,2022-03-23T18:20:00,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-24,35,28,30.5,48.7,34.5,39.4,26.9,82.1,0,0,0,rain,0,0,24.1,21.6,301.2,1007.3,44.5,6.4,309.2,26.8,10,75,2022-03-24T06:10:33,2022-03-24T18:20:04,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-25,34,27.7,30.4,47.3,33.4,39,26.9,82.1,0,0,0,,0,0,26.3,20.7,235,1005.1,45,5.7,309.9,27,10,60,2022-03-25T06:09:53,2022-03-25T18:20:08,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-26,34,27.3,30.4,49.5,31.4,38.8,26.6,80.9,0,0,0,rain,0,0,27.4,21.7,298.4,1006.7,42.8,5.8,306.8,26.6,10,60,2022-03-26T06:09:13,2022-03-26T18:20:12,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-27,35,27.7,30.7,48.7,33.6,39.5,26.9,81.2,0,0,0,,0,0,40.7,22.5,267.7,1010.2,45.1,5.8,311.7,27.1,10,60,2022-03-27T06:08:33,2022-03-27T18:20:15,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-28,36,27.6,30.6,48.7,33.1,39.1,26.8,81.1,0,0,0,,0,0,28.1,23.5,272,1009.5,37.5,5.8,314,27.3,10,60,2022-03-28T06:07:53,2022-03-28T18:20:19,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-29,37,27.9,30.7,51.5,34.3,39.6,26.9,81.2,0,0,0,,0,0,33.1,29.9,267.3,1008.4,36,6.4,314,27.3,10,60,2022-03-29T06:07:13,2022-03-29T18:20:23,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-30,37,28.4,31.3,51.5,35.4,41.2,27.2,79.7,0,0,0,,0,0,36,25.7,245,1008,38.7,6.4,317.1,27.4,10,75,2022-03-30T06:06:33,2022-03-30T18:20:27,0.93,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-03-31,37,28.5,31.3,50.2,35.1,40.4,26.8,77.9,0,0,0,rain,0,0,37.8,24.3,251.3,1008.2,30.3,6.1,317.4,27.3,10,75,2022-03-31T06:05:53,2022-03-31T18:20:31,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-01,36,28,30.8,50.2,34.5,39.6,26.7,79.4,0,0,0,,0,0,37.1,28.7,248.3,1008.7,36.6,6.1,317,27.3,10,75,2022-04-01T06:05:13,2022-04-01T18:20:35,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-02,35,27.9,30.7,48.7,33.6,39.3,26.7,80.2,0,0,0,,0,0,30.6,23.5,250.1,1010,35.9,6.3,319.7,27.6,10,60,2022-04-02T06:04:34,2022-04-02T18:20:39,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-03,35,27.1,30.5,46.7,31.5,38.6,26.5,80,0,0,0,,0,0,25.9,20.1,270.5,1004.7,36.3,6.3,320.5,27.6,10,60,2022-04-03T06:03:54,2022-04-03T18:20:43,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-04,34,27.7,30.3,47.3,33.5,38.8,26.7,81.6,0,0,0,,0,0,27.4,19.7,285.8,1009.9,39.2,6.5,320,27.6,10,60,2022-04-04T06:03:15,2022-04-04T18:20:47,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-05,35,27,30.4,48.7,31.2,38.2,26.3,79.5,0,0,0,,0,0,25.9,21,197.5,1011.7,31.4,6.5,320.3,27.6,10,60,2022-04-05T06:02:36,2022-04-05T18:20:52,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-06,34.3,26.8,30.3,45.3,30.7,37.9,26.2,79.3,0,0,0,,0,0,21.2,20.5,153.3,1011.6,32.9,6.1,315.9,27.3,10,75,2022-04-06T06:01:58,2022-04-06T18:20:56,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-07,35,27.8,30.7,46.7,33.5,38.9,26.4,78.6,0,0,0,rain,0,0,20.5,17.1,229.7,1010.4,34.4,6,309.3,26.7,10,60,2022-04-07T06:01:19,2022-04-07T18:21:01,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-08,35,27.6,31,43.5,32.7,38.9,26,75.8,0,0,0,,0,0,23.4,17.8,129.5,1009.2,38.5,6.5,309.7,26.7,10,75,2022-04-08T06:00:41,2022-04-08T18:21:05,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-09,34,28,30.8,45.3,34.4,39.5,26.6,78.8,0,0,0,,0,0,24.5,18.4,82,1008.6,51.5,6.2,301.8,26.2,10,60,2022-04-09T06:00:04,2022-04-09T18:21:10,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-10,35,28,31,46.7,34.5,39.8,26.7,78.5,0,0,0,rain,0,0,20.5,18.4,14.2,1008,53,6.4,220.2,19,9,75,2022-04-10T05:59:26,2022-04-10T18:21:15,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-11,34,28.4,31,45.4,34.8,39.8,26.6,77.7,0,0,0,rain,0,0,20.9,14.8,51.1,1007.6,49.3,6.6,285.3,24.6,9,60,2022-04-11T05:58:49,2022-04-11T18:21:21,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-12,34,27.9,30.9,47.3,33.4,40,26.9,79.9,0,0,0,rain,0,0,19.4,15.3,67.1,1006.7,49.2,6.1,292.2,25.2,9,75,2022-04-12T05:58:12,2022-04-12T18:21:26,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-13,34,28.3,30.9,47.9,34.5,40.7,27.2,80.8,0,0,0,,0,0,20.5,14.6,171.6,1006.4,62.3,5.9,275.4,23.9,9,75,2022-04-13T05:57:36,2022-04-13T18:21:32,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-14,36,28,31.3,52.5,34.5,40.7,26.9,78.2,0,0,0,,0,0,32.8,23.9,253.8,1006.6,46.5,6.2,284.5,24.4,10,75,2022-04-14T05:57:00,2022-04-14T18:21:38,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-15,37,28.6,31.8,53.9,35.1,42,27.2,77.6,0,0,0,,0,0,32.8,22.2,263.7,1006.2,44,6.7,272.9,23.6,9,100,2022-04-15T05:56:25,2022-04-15T18:21:44,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-16,37,29,31.8,52.5,36.8,43,27.7,79.8,0,0,0,rain,0,0,29.9,23.5,252.2,994.8,53.1,6.4,306.3,26.5,10,100,2022-04-16T05:55:50,2022-04-16T18:21:50,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-17,35,28.9,31.3,48.7,34.5,40.6,26.7,77.1,0,0,0,rain,0,0,26.6,18.9,261.7,1006.1,53.6,6,314.5,27.3,10,100,2022-04-17T05:55:15,2022-04-17T18:21:57,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
chennai,2022-04-18,35.2,29,31.7,51,34.5,41.6,27,76.8,0,0,0,rain,0,0,20.5,19.6,193.7,1007.9,44.1,6.5,312.1,27,10,75,2022-04-18T05:54:41,2022-04-18T18:22:04,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"23099_maritime,VOMM,43279099999,AUCE,43278099999"
